temperature,vibration,current,pressure,runtime_hours,health_status,rul
71.21,1.4053,14.2698,91.91,1355,0,86
66.37,6.4226,16.8489,115.78,3417,1,67
55.57,2.2088,9.5212,102.09,609,0,125
67.11,3.3526,13.8042,127.13,2373,1,65
49.69,2.2729,11.0585,106.03,129,0,124
88.81,9.8294,25.3064,151.97,6880,2,6
71.39,6.6038,20.2035,117.41,3408,1,26
89.82,8.3105,29.0511,147.22,8091,2,21
81.16,4.9387,18.3003,115.09,2525,1,63
52.6,2.9748,11.2753,113.34,138,0,99
55.46,1.95,10.6354,122.59,689,0,108
62.63,7.1005,18.4817,112.91,4472,1,75
75.66,6.2589,19.5873,117.62,2463,1,48
60.1,1.055,10.8414,105.39,1975,0,123
60.49,3.0498,10.291,100.79,1955,0,132
73.1,1.3637,14.1548,89.59,113,0,150
63.09,2.6411,12.37,104.8,1970,0,107
60.56,1.8053,11.7195,103.78,810,0,97
66.49,2.0623,13.8842,105.18,636,0,131
56.74,1.9184,9.1704,100.0,1862,0,86
54.16,0.9637,10.844,94.81,599,0,107
72.28,2.3245,11.9901,85.59,155,0,135
59.97,2.5601,15.6317,86.33,276,0,112
44.11,1.0634,10.2144,120.64,833,0,90
103.27,9.4514,30.1986,128.04,8126,2,27
61.38,3.526,14.6306,114.67,1520,0,81
62.53,7.9887,21.5008,107.25,2146,1,50
81.92,7.5531,24.2633,119.49,7105,2,0
72.28,7.7143,18.1089,99.36,2084,1,45
82.6,3.9628,22.6666,106.74,4155,1,44
56.19,2.3588,10.9809,106.07,1282,0,97
46.61,1.3475,12.2721,108.7,1002,0,129
83.98,3.8084,18.2302,114.48,2059,1,67
56.95,2.4941,10.9379,127.55,1959,0,143
54.82,2.199,11.1428,90.41,755,0,87
82.99,11.3656,26.8689,138.9,6043,2,23
59.53,2.4331,14.7593,86.97,1951,0,137
59.47,1.9061,15.6384,85.0,242,0,103
76.33,6.7949,14.8185,113.15,2212,1,66
44.0,2.659,11.3742,91.65,1080,0,146
65.42,2.2444,10.4166,97.17,876,0,146
76.08,5.2927,17.5974,120.68,2205,1,48
71.68,4.3707,17.5458,115.84,3623,1,71
71.14,2.6143,12.9692,109.97,138,0,93
62.45,3.0215,10.9483,93.33,812,0,132
52.17,1.2664,13.6426,107.11,1557,0,95
95.89,6.2051,24.6036,134.27,8062,2,4
85.51,12.0181,23.2314,123.16,7818,2,5
49.21,2.8083,11.9424,100.38,1577,0,87
49.11,2.5588,14.3792,98.78,550,0,120
73.73,4.7466,22.9199,114.81,4008,1,63
64.99,6.9046,12.6168,105.01,3058,1,46
66.51,5.2891,18.6445,111.32,3568,1,45
73.98,3.5084,13.934,97.34,984,0,146
94.92,10.4573,23.5851,102.07,8143,2,8
70.78,6.6264,20.7787,136.97,4965,1,41
59.81,4.1828,10.0277,108.73,385,0,128
38.11,3.4006,9.7836,107.51,1115,0,119
53.37,3.3559,12.8102,94.79,179,0,136
46.38,2.4578,14.3066,85.55,1912,0,134
49.97,0.8596,11.8828,88.73,597,0,91
51.9,2.8927,14.166,102.83,608,0,101
59.87,2.0183,13.1522,112.61,1406,0,102
54.54,4.0622,9.3854,94.09,1932,0,82
57.38,2.004,14.9243,92.23,559,0,110
69.3,2.2524,14.1104,97.85,279,0,119
78.12,5.5458,19.7773,128.88,3727,1,67
73.63,2.5143,14.3548,87.48,1252,0,100
58.97,5.4515,23.5325,127.47,2027,1,60
78.29,5.0181,21.5654,113.4,3649,1,58
44.55,1.74,11.1457,107.09,538,0,91
55.86,3.4704,10.2883,97.68,1627,0,90
50.08,2.9783,15.1899,86.58,1493,0,146
74.14,9.1226,23.9682,137.18,8933,2,10
82.16,6.376,20.4299,119.56,9880,2,18
78.25,5.095,14.5501,109.73,4807,1,66
66.71,4.4047,21.6768,113.63,3668,1,78
93.79,8.826,23.8271,143.54,9324,2,3
78.77,5.5544,17.4025,120.81,3518,1,48
51.92,3.6491,14.2603,102.82,1508,0,81
73.01,4.9428,17.5539,115.35,2691,1,59
62.68,2.9556,8.5869,96.64,354,0,126
57.41,2.043,12.1859,97.19,1980,0,139
79.85,7.6206,23.2349,116.21,6954,2,25
85.66,10.6993,26.8716,136.62,8154,2,14
46.53,1.3786,14.0944,84.99,752,0,89
56.21,3.3571,12.0964,91.75,527,0,141
46.33,2.4516,10.1068,121.2,1532,0,142
62.36,2.0519,14.0229,93.69,85,0,79
51.86,1.8629,14.63,96.65,0,0,106
59.43,1.1027,12.0181,97.63,1470,0,124
87.98,7.1796,30.1841,155.5,5247,2,13
66.78,5.168,17.0958,81.86,3485,1,52
73.73,2.7545,17.9227,129.41,4401,1,76
53.8,3.888,14.2913,97.54,555,0,144
68.2,2.8864,13.4555,97.01,1790,0,86
71.66,4.8846,16.7718,122.37,4382,1,49
48.1,3.0722,12.1934,111.19,961,0,148
55.13,2.9873,13.1434,96.61,1915,0,122
39.55,2.8802,9.6341,88.73,1214,0,108
60.23,3.198,13.1553,110.77,1290,0,124
73.79,3.7361,14.0662,128.29,3670,1,33
40.79,2.7591,12.3903,96.6,0,0,98
57.31,1.5992,12.0211,99.17,933,0,119
90.19,10.203,22.9832,130.15,6093,2,24
69.83,6.7111,19.4961,114.32,2103,1,60
95.01,9.2914,23.088,128.52,6143,2,17
61.84,7.4568,12.9912,104.18,4714,1,37
57.89,1.7548,11.805,104.53,1897,0,119
37.21,2.5221,12.1435,104.69,1788,0,94
92.99,8.5454,19.7894,151.7,9417,2,3
95.59,6.6009,32.9475,138.93,7804,2,32
49.96,2.2654,13.2919,89.75,354,0,140
40.01,2.3632,14.2071,96.16,1264,0,140
93.39,9.9431,16.9374,148.56,7970,2,8
55.62,2.5442,9.7747,106.45,30,0,110
51.19,2.2593,5.0653,122.07,800,0,108
76.43,0.9765,12.4981,111.2,1485,0,101
57.94,1.6329,14.2922,102.02,535,0,141
47.13,1.1282,13.9272,97.97,490,0,99
47.63,0.6746,9.7867,109.77,1444,0,138
61.25,3.7008,10.0345,95.33,1195,0,116
89.79,10.1225,23.7239,119.37,8967,2,28
83.01,10.2796,30.9951,135.08,7776,2,17
70.97,5.952,18.5569,101.1,2218,1,60
59.82,3.2187,9.677,111.5,2001,0,141
58.21,3.8358,13.4467,114.9,121,0,128
72.91,5.8195,14.6524,98.19,2940,1,44
41.62,3.0644,9.2811,104.94,869,0,102
80.68,1.7415,13.7776,100.65,901,0,111
46.8,3.0315,9.9017,87.47,1251,0,92
50.73,2.9369,13.4875,95.91,53,0,122
55.23,1.9719,13.8038,110.42,254,0,133
63.71,4.0412,17.0108,121.98,3145,1,32
69.87,0.8629,12.2015,110.73,1023,0,143
39.77,1.71,8.2558,99.37,1294,0,106
53.86,2.7072,12.6315,92.13,1114,0,139
48.95,2.7749,10.3319,94.51,1456,0,106
82.44,9.3384,27.4148,142.2,9013,2,23
61.38,2.9535,11.6365,113.45,1541,0,93
53.04,3.3781,10.9066,104.99,1538,0,85
80.82,5.8762,16.1247,120.63,3229,1,66
80.54,5.5453,18.9567,125.63,4802,1,74
55.89,2.5133,11.9363,82.72,1804,0,81
77.08,3.139,8.8507,97.27,1695,0,89
55.83,3.0733,10.8856,100.45,109,0,109
100.84,8.6139,29.3836,137.24,7316,2,31
52.63,2.0866,13.8366,110.36,606,0,91
53.02,5.9184,20.8774,113.81,3671,1,47
57.25,4.089,8.6419,97.76,53,0,101
41.32,2.7279,6.0238,95.1,1953,0,116
54.61,2.0618,8.1568,110.68,892,0,95
74.41,5.7833,19.9132,121.3,2524,1,35
47.08,0.6996,13.9063,83.54,323,0,113
56.87,4.2228,13.9224,71.55,757,0,83
48.46,2.3102,13.7198,110.53,733,0,106
74.46,5.6153,19.4875,108.5,2757,1,37
58.84,1.9165,8.7495,97.85,1456,0,143
58.49,2.9897,15.6522,90.47,933,0,105
69.51,5.0314,10.9264,120.14,4366,1,36
42.93,1.771,13.0217,96.9,249,0,129
63.21,1.7154,12.8815,106.77,1201,0,90
47.37,3.1167,11.9325,115.02,1485,0,99
50.57,2.8714,13.3494,105.21,1122,0,89
59.16,2.1018,8.2441,89.66,0,0,85
52.17,1.9589,5.9897,103.42,1632,0,140
59.94,2.1265,10.5363,109.77,1434,0,83
60.85,2.2611,11.8664,110.47,1184,0,107
89.75,7.261,28.4189,155.52,8181,2,0
86.26,9.5457,22.5671,132.97,5955,2,15
83.77,7.6934,32.2518,137.26,7081,2,17
59.63,2.3597,10.6332,99.77,841,0,100
99.75,9.33,27.5948,119.26,8287,2,6
54.71,2.4702,11.3312,107.95,1042,0,143
75.39,4.6542,14.6649,126.5,4635,1,66
56.73,1.7046,13.1229,112.19,869,0,115
54.2,2.8455,14.2685,87.19,1262,0,109
77.49,3.9731,20.2183,93.59,2781,1,58
57.57,2.0098,12.1757,95.32,366,0,86
77.56,6.0025,22.7003,122.92,4864,1,33
59.22,3.3581,13.9463,95.37,1571,0,104
85.84,8.5957,23.4248,149.25,7499,2,19
80.48,7.0859,20.4687,113.18,4369,1,79
76.09,5.0845,15.9016,125.66,3986,1,51
91.42,8.371,24.3854,130.32,7517,2,15
78.51,8.8428,22.0815,129.7,9074,2,8
54.72,3.4424,14.1914,104.0,692,0,130
81.7,5.3321,21.8426,109.29,4505,1,45
50.1,2.9884,14.3271,96.73,363,0,103
45.55,1.9831,13.6481,106.32,1329,0,113
88.63,8.8934,25.4315,144.62,5392,2,10
48.24,3.918,9.9589,83.08,548,0,138
70.72,3.6475,19.0039,120.82,2932,1,58
57.81,2.067,11.0335,126.26,1845,0,140
57.42,3.6104,10.754,85.31,1203,0,93
67.79,3.2271,19.5169,119.91,3267,1,76
48.75,2.3397,11.6766,111.89,1385,0,113
85.44,10.4169,20.3132,116.06,5860,2,22
85.74,4.0156,16.2167,113.96,4464,1,51
76.32,4.0974,16.5754,123.75,2989,1,37
67.63,6.6277,18.1913,115.39,2428,1,38
60.92,1.9548,15.0173,93.08,1151,0,111
81.78,8.4571,14.3269,84.72,3965,1,52
66.94,4.2749,21.0714,99.55,4640,1,47
84.04,10.7474,27.7193,129.2,5576,2,5
72.63,6.9637,17.6343,103.96,3671,1,82
72.16,6.7853,16.6522,126.69,4360,1,40
81.83,11.4938,24.8434,142.64,7803,2,24
71.42,6.0233,18.3685,110.45,4502,1,58
92.49,7.3583,25.6167,132.61,8482,2,17
80.62,4.8005,19.4452,124.02,3942,1,58
97.29,7.6826,30.8359,124.14,5596,2,18
46.65,2.0838,15.2678,90.7,644,0,121
70.17,1.7241,10.6532,107.54,1381,0,96
78.19,3.944,12.2162,112.15,1427,0,90
68.62,1.7811,13.2319,105.33,1316,0,104
49.16,2.2597,11.7559,96.27,856,0,105
65.05,2.072,12.0578,90.67,967,0,91
52.6,2.3231,8.7238,100.21,1347,0,113
58.3,3.0705,12.7444,86.13,1473,0,110
59.37,2.438,12.8472,119.6,242,0,83
78.84,10.6044,29.2929,114.53,8084,2,29
81.78,1.9572,18.3028,126.75,4253,1,76
47.56,4.2206,15.2598,118.78,548,0,102
52.61,2.7603,10.7605,94.11,734,0,86
53.73,1.5364,13.6721,96.05,364,0,125
45.82,2.0556,11.5067,112.31,1054,0,128
44.51,2.9314,10.4315,81.27,553,0,104
68.99,6.0262,19.1036,130.53,3855,1,74
73.57,5.5106,13.9866,117.25,2206,1,64
52.64,3.9135,11.315,85.15,1440,0,141
69.19,4.6943,14.759,98.55,2020,1,34
55.86,3.2215,12.7994,102.96,1544,0,124
63.29,6.6607,16.5993,118.95,2383,1,72
64.58,3.0227,13.5779,91.18,685,0,105
59.92,2.3149,10.2646,87.1,74,0,82
59.25,2.4593,13.614,104.21,862,0,122
44.29,2.608,8.0194,105.18,1860,0,120
51.07,1.1955,14.7861,90.18,1656,0,108
59.05,3.011,13.6495,113.35,853,0,133
58.65,3.1564,12.8256,98.56,1584,0,88
94.54,9.2232,30.1756,120.19,9160,2,14
50.37,2.599,13.2199,95.54,597,0,115
44.89,2.6799,11.3648,111.15,313,0,120
62.21,0.9092,12.2577,107.03,1131,0,146
70.34,4.1288,20.9994,99.07,4688,1,79
93.85,9.7239,30.703,128.72,9092,2,10
83.74,5.687,18.3604,128.38,8891,2,11
58.04,1.7079,11.646,94.08,1798,0,136
98.43,10.1803,23.0836,130.85,9434,2,10
78.51,5.2723,23.9236,106.51,4235,1,52
47.53,1.6799,10.7362,103.43,308,0,120
49.57,2.3897,11.7715,100.51,481,0,147
53.79,1.8466,6.14,106.5,887,0,125
80.64,6.0674,15.1546,119.59,2499,1,44
68.05,6.0486,16.4777,135.07,3399,1,39
59.41,2.7945,10.0375,82.73,15,0,121
81.18,5.6759,13.0148,120.4,2206,1,40
92.15,7.2641,22.9064,146.83,6895,2,16
72.85,5.1571,19.8717,117.59,2515,1,58
54.99,2.5709,12.2898,94.91,211,0,104
60.8,2.1746,10.978,110.16,444,0,145
50.33,2.0681,11.5975,90.85,917,0,98
45.0,1.7429,10.602,84.98,71,0,88
60.76,2.0483,12.7075,98.66,1416,0,89
71.94,6.4461,18.6792,120.12,4737,1,72
54.95,2.3783,12.4704,103.27,245,0,94
88.27,10.071,27.6005,117.94,9780,2,33
56.45,1.795,8.3044,105.34,839,0,85
53.16,3.4504,11.7059,109.01,382,0,121
71.19,5.6422,15.602,111.31,3740,1,63
82.57,5.9621,17.9985,101.84,4290,1,38
61.66,2.9231,9.7266,98.38,1492,0,84
71.26,4.8131,21.4206,113.61,1968,1,59
46.22,5.3579,13.5576,90.26,991,0,148
68.34,7.443,18.712,98.85,4308,1,60
49.1,2.4662,10.4753,110.74,2071,0,138
71.05,2.8321,13.2384,87.33,1057,0,95
70.63,5.3607,15.7002,109.44,2314,1,59
70.1,6.1062,22.1414,93.31,4778,1,72
58.93,1.4495,14.5492,108.15,73,0,84
67.2,2.4838,12.5727,103.75,1893,0,129
50.24,3.5471,12.4796,94.34,209,0,122
57.59,2.6546,7.2776,87.39,476,0,93
82.33,6.6536,20.6919,110.18,3678,1,41
55.3,2.8559,10.2271,89.84,1550,0,95
63.73,2.728,8.2171,120.09,1175,0,103
51.6,2.9141,12.6532,96.37,1262,0,128
50.56,2.7762,10.9676,96.39,799,0,108
50.78,1.7806,13.1243,105.78,1411,0,115
46.75,3.6893,9.3822,92.25,1615,0,124
58.93,3.0826,12.3722,83.99,1319,0,106
65.92,0.7774,7.6932,107.46,1443,0,116
88.95,9.4273,26.1556,141.25,6318,2,17
51.05,1.1313,12.0591,90.86,1689,0,89
58.56,2.9819,14.1247,75.42,555,0,123
65.71,1.1636,12.4965,87.94,1325,0,104
60.2,3.6573,14.155,122.16,1691,0,100
71.25,3.4939,10.1122,90.56,1251,0,129
45.0,3.8219,15.037,97.47,1145,0,141
79.05,4.102,18.504,92.82,3022,1,46
51.6,2.6675,10.1227,90.1,1151,0,105
82.55,3.5908,15.4099,110.03,3514,1,73
56.32,1.5028,11.8957,121.08,300,0,81
61.68,2.5723,9.3503,102.68,87,0,87
58.27,3.5888,10.6558,100.82,1174,0,120
48.32,1.0614,12.519,112.95,256,0,87
97.46,9.0322,27.9932,142.03,7571,2,16
79.33,9.9591,20.8721,132.75,5102,2,12
69.13,3.906,14.7178,98.56,822,0,89
43.47,2.4192,13.8511,106.05,878,0,117
59.12,2.5285,11.4989,91.68,620,0,93
45.32,3.8559,7.8312,96.08,172,0,114
54.93,1.4037,13.0512,113.81,881,0,111
85.33,4.2497,17.6633,124.14,2308,1,67
81.56,3.6397,12.5716,92.73,1324,0,137
53.42,3.495,9.8407,104.21,390,0,101
63.58,1.3455,6.3601,81.29,399,0,140
70.5,6.2222,16.6315,118.71,3883,1,27
56.4,2.365,11.4444,103.03,876,0,77
42.99,2.1896,12.2432,112.49,1705,0,128
55.66,1.9284,9.8334,100.75,1181,0,105
89.72,8.0935,29.4456,141.72,9855,2,29
44.97,1.8094,9.4874,92.68,571,0,106
58.87,1.6443,13.2825,93.53,650,0,137
51.2,0.9447,12.181,93.61,1698,0,132
68.28,7.4844,27.3508,141.87,6517,2,2
62.68,1.5055,11.3476,91.12,643,0,89
67.09,4.6752,19.9404,93.47,3631,1,36
95.74,10.9828,20.8958,118.64,9646,2,18
62.22,3.188,13.2,94.76,869,0,116
61.38,7.1178,12.2325,105.29,5064,1,71
84.37,5.9508,19.4822,107.02,3693,1,78
77.52,5.6659,22.222,115.29,4779,1,36
43.6,2.1469,13.2985,109.23,1579,0,99
72.46,5.7787,24.5737,101.72,2813,1,26
63.02,2.4363,10.4363,103.4,1036,0,146
67.17,3.9964,23.224,99.7,4701,1,70
63.21,4.4985,16.7604,116.17,1996,1,69
57.34,3.366,16.5878,93.48,1603,0,90
74.72,5.3072,17.9266,122.43,3007,1,60
54.79,1.3979,10.5712,104.43,1744,0,125
76.22,4.3309,18.3053,128.67,2031,1,46
88.18,9.4741,29.4967,146.98,9890,2,12
62.63,2.0157,10.0658,119.33,1250,0,122
64.36,6.2038,12.173,100.42,3596,1,64
64.81,2.8177,11.3239,116.37,1203,0,118
67.26,6.6808,16.3242,97.04,3388,1,54
71.8,6.2751,14.772,128.16,3443,1,53
46.19,2.7907,12.7924,94.36,269,0,125
65.99,2.4375,13.1683,91.59,242,0,85
59.97,2.6588,15.8137,106.39,1864,0,114
73.55,1.2639,8.8216,91.44,285,0,92
62.53,2.9141,15.6318,101.29,1537,0,117
62.18,6.8177,14.1571,103.41,4010,1,53
49.29,2.815,12.6477,88.7,430,0,116
85.55,6.2546,24.0189,126.75,7295,2,23
69.58,5.6843,19.6964,110.44,3210,1,59
73.52,2.6551,13.8296,84.0,1744,0,143
70.46,0.6427,10.2949,115.92,290,0,138
63.61,3.6701,10.878,104.98,468,0,79
79.24,3.9421,18.8961,122.48,3050,1,36
64.3,2.1177,12.5357,102.36,1075,0,128
101.33,10.6117,20.497,133.64,9624,2,2
47.19,3.2853,10.2594,100.35,1877,0,105
39.49,1.3455,12.2905,90.82,1331,0,122
70.43,5.7492,18.3699,123.31,2915,1,72
30.93,2.7297,12.713,106.66,127,0,145
58.17,2.8323,13.6939,105.68,1611,0,119
54.27,3.6413,12.6441,101.35,1650,0,139
106.41,8.2805,20.066,134.96,8062,2,0
83.48,8.176,18.694,106.38,4784,1,65
62.61,2.8462,10.4553,107.89,470,0,84
64.31,1.8431,9.174,105.18,449,0,98
68.62,1.8918,14.7287,106.25,889,0,118
87.44,4.9686,18.4272,125.62,3388,1,69
82.91,9.696,20.4094,150.76,9817,2,13
60.95,3.976,15.2918,101.44,100,0,136
65.43,4.1584,18.1986,101.98,3884,1,52
66.94,5.9839,20.4408,120.74,2609,1,41
60.54,2.044,9.4113,106.99,1090,0,136
54.06,2.5865,15.1929,97.25,1678,0,99
55.36,3.0606,14.6353,98.37,746,0,139
54.52,1.6879,10.4035,101.52,1993,0,128
74.32,4.0598,18.6336,82.02,4303,1,67
91.17,6.2915,26.902,132.92,9087,2,1
67.15,2.5455,14.3975,114.8,1510,0,83
63.08,2.6051,10.2313,105.32,1380,0,143
79.19,7.9771,30.7491,130.78,6792,2,26
50.31,2.3117,10.1689,118.7,1405,0,126
79.23,6.7194,21.5613,96.17,3065,1,49
88.49,7.9806,24.7493,181.52,8451,2,17
57.54,2.9129,10.7959,117.69,1567,0,105
64.92,2.5077,14.4038,106.83,1067,0,87
86.49,7.9434,26.3903,141.19,8271,2,7
62.61,2.4157,11.7035,108.66,2047,0,101
68.67,2.4874,11.9799,113.62,236,0,139
75.83,2.6849,17.1159,118.29,2384,1,78
54.32,4.0537,13.2971,78.61,374,0,145
77.46,7.5419,30.6185,122.19,9696,2,8
72.64,3.9368,15.6888,123.5,2217,1,78
54.04,2.1022,10.9716,116.86,655,0,131
49.73,3.6522,12.4701,102.66,783,0,110
88.4,6.1172,22.9646,144.4,9596,2,7
47.67,2.4947,11.2187,103.7,1247,0,109
86.32,8.5723,26.929,156.03,7324,2,1
64.45,3.6193,12.1781,96.38,1322,0,130
53.42,3.5813,13.2481,112.07,1759,0,84
80.24,1.7902,13.2779,86.78,666,0,118
56.45,3.1346,15.4466,91.47,492,0,116
71.2,3.3694,16.8764,104.35,4460,1,52
42.79,2.4919,11.6038,93.43,965,0,92
47.43,3.2757,10.0107,105.65,974,0,142
65.33,5.7335,24.4982,121.01,2529,1,34
59.82,3.3589,12.6934,110.01,1296,0,143
85.95,8.8317,19.6293,132.5,9671,2,3
102.48,7.2585,23.4995,123.02,8133,2,10
68.73,6.3108,14.9225,130.58,2487,1,77
49.3,2.331,16.9969,101.52,1507,0,121
80.3,3.5227,10.6851,104.69,603,0,124
63.61,3.2237,10.7506,96.05,380,0,91
68.24,4.9837,24.56,121.22,1985,1,40
112.12,8.5011,27.4199,120.77,8530,2,17
41.65,4.2116,14.8379,81.88,451,0,122
55.91,3.8116,12.3081,100.45,1696,0,132
46.08,1.0728,10.7734,91.94,360,0,131
95.52,9.0412,25.7224,152.9,7759,2,9
51.17,0.838,14.0108,124.28,1212,0,118
59.81,1.6525,7.4411,105.19,400,0,133
91.85,8.3286,30.7467,147.19,8120,2,26
81.86,7.8714,24.2153,136.62,7775,2,3
84.72,8.352,27.5169,137.61,9083,2,3
58.99,2.9147,14.7132,101.23,257,0,128
77.91,8.3358,16.8808,122.1,3019,1,48
65.1,2.5954,7.0557,109.65,1385,0,125
61.34,3.7702,7.5853,96.95,1357,0,128
60.73,3.4377,11.8884,99.97,1771,0,133
56.24,2.5333,17.6956,92.09,1275,0,122
63.22,3.6476,17.308,105.33,4834,1,76
76.15,5.0691,15.6335,135.1,4214,1,32
84.2,8.8524,25.0194,148.46,5100,2,10
59.74,1.4216,11.4207,109.33,185,0,124
81.98,6.7861,19.9601,105.43,2080,1,46
53.49,1.4544,12.4279,102.76,767,0,144
64.84,1.5471,10.5533,104.37,1003,0,150
62.28,4.187,21.2573,120.2,3606,1,41
68.32,4.4994,13.9036,97.97,2781,1,62
66.41,3.5632,20.3352,100.15,4046,1,68
48.48,2.8226,8.626,107.6,874,0,108
66.63,3.4646,19.3565,116.69,4202,1,45
41.16,2.2837,9.6076,114.87,1624,0,143
56.9,2.7284,12.4347,101.08,1271,0,78
64.39,5.4239,30.4695,108.1,4677,1,78
67.29,4.7025,18.329,112.06,2222,1,59
76.86,5.5243,18.6516,113.59,2309,1,62
85.11,4.869,16.3057,98.64,3506,1,34
61.31,2.3403,13.9214,103.13,283,0,87
67.16,4.9423,14.4919,114.02,3546,1,63
82.39,11.8084,22.5326,129.96,8042,2,1
42.44,0.6658,12.9098,106.15,1838,0,112
50.6,2.5113,11.0373,97.9,498,0,130
76.12,6.5986,25.7183,115.59,8452,2,16
58.37,2.2596,11.3012,97.42,1654,0,126
73.78,6.3902,15.5164,115.08,3382,1,46
49.76,3.7299,10.0706,103.59,1946,0,147
63.53,4.9505,22.9687,134.05,2086,1,73
46.73,2.7798,12.9429,101.86,1321,0,122
64.89,5.9795,14.6078,138.44,2778,1,73
68.52,2.8462,14.6143,119.32,168,0,132
90.67,6.6342,22.2626,159.64,9037,2,5
60.82,2.6351,13.9441,103.91,1316,0,96
55.07,2.1303,13.2728,111.8,1296,0,134
52.51,2.7643,12.0539,121.57,1889,0,144
45.78,2.2043,8.7533,103.53,1216,0,113
71.28,2.6583,20.4685,116.67,3554,1,49
72.59,4.5814,10.2143,110.77,797,0,137
61.25,6.3355,23.2923,101.0,2226,1,60
65.8,2.5558,14.216,99.95,257,0,104
48.98,4.0393,15.3845,77.18,802,0,79
63.89,2.233,12.3324,98.4,1169,0,112
42.73,1.7526,10.5625,107.83,1020,0,139
59.23,2.5041,12.4021,96.26,855,0,120
86.59,6.6309,30.9838,154.92,8512,2,9
48.23,2.0116,13.4639,87.02,1441,0,138
45.18,2.0158,10.0081,109.67,1352,0,96
57.74,2.3181,16.4775,78.18,1097,0,108
72.69,1.1887,12.9678,98.31,87,0,110
61.13,1.9823,12.545,93.57,1811,0,77
64.5,5.8167,18.3181,111.33,4414,1,26
111.62,7.0518,24.4126,124.72,5449,2,5
52.39,3.4795,10.4934,93.23,1590,0,118
44.46,3.7335,6.991,103.48,549,0,104
97.13,8.6266,23.5901,134.46,7430,2,15
90.65,8.2999,27.4006,123.57,8956,2,18
89.98,4.8639,18.3614,108.61,3058,1,42
65.59,6.8923,17.8187,118.97,2561,1,61
70.93,1.5407,9.9281,106.45,387,0,101
64.82,6.8535,16.1367,133.39,4759,1,60
73.57,5.3105,16.8429,101.48,2904,1,52
73.57,5.3735,13.7851,91.3,3857,1,49
42.77,1.2592,16.9257,90.99,915,0,128
59.06,2.6379,11.6005,96.62,1211,0,126
91.1,7.2025,22.8133,126.1,6328,2,32
55.48,4.2214,11.6827,107.4,1045,0,85
66.63,2.3,12.6511,93.73,1273,0,99
49.8,2.8022,13.948,85.67,15,0,127
57.5,3.031,12.5477,105.45,111,0,111
107.83,8.92,22.8727,111.31,7719,2,8
53.18,2.2656,10.7413,81.72,1292,0,97
66.43,3.0617,13.3748,97.28,1747,0,89
72.06,7.252,14.4044,115.64,4585,1,34
41.73,3.755,14.6693,100.73,1150,0,137
36.04,3.8225,13.7824,90.29,493,0,115
44.52,1.7537,12.7664,105.52,1669,0,113
88.59,8.1247,20.283,118.35,8500,2,24
46.47,2.4059,12.2462,97.89,138,0,140
46.83,1.7767,8.1486,81.69,121,0,148
50.19,3.6921,13.9585,108.62,593,0,149
63.24,2.314,11.5303,95.13,1308,0,95
64.43,2.3732,9.2888,77.12,1575,0,85
68.87,4.4776,15.5235,108.75,4605,1,81
56.62,2.7865,11.9203,110.18,1585,0,149
61.89,2.3989,10.8938,96.66,1579,0,105
51.55,2.2094,10.9693,103.04,534,0,108
65.44,0.9515,9.9325,97.32,916,0,99
38.39,3.0697,10.3689,101.88,600,0,120
71.77,5.2296,19.9865,104.51,2784,1,71
63.34,2.9905,14.8015,98.9,992,0,104
49.46,1.223,12.3969,98.33,805,0,120
81.32,4.9949,21.2126,123.2,4245,1,58
60.78,2.7689,13.3328,114.52,568,0,100
83.48,5.4335,25.5805,110.85,3700,1,66
72.03,5.5641,12.7838,137.04,3820,1,72
63.47,2.7942,13.7292,86.9,1566,0,89
73.14,6.4086,18.3801,119.53,3464,1,57
43.08,1.5413,13.204,121.09,475,0,87
52.52,1.4608,9.445,109.48,1596,0,119
90.74,7.6453,22.6888,121.24,9106,2,30
70.08,6.054,16.1557,112.08,3647,1,60
80.38,6.191,17.3535,117.98,3175,1,41
36.0,2.1615,13.9507,96.14,0,0,108
49.06,2.8227,12.1043,99.66,580,0,81
72.39,4.5366,18.4767,105.82,4900,1,56
59.07,2.9412,14.1488,101.23,179,0,121
70.28,5.5573,17.6293,107.47,4197,1,52
74.31,6.2954,14.0862,125.89,4211,1,53
69.05,5.3882,16.8533,90.61,2819,1,57
82.45,10.2474,21.8192,110.41,5297,2,7
73.36,6.6634,22.4682,135.36,5027,1,67
58.54,2.0592,12.0935,101.39,1645,0,110
41.36,2.4107,12.8341,85.84,1568,0,99
39.98,3.52,12.1564,95.21,1925,0,89
50.1,3.2046,11.6226,101.47,1892,0,105
60.68,2.2546,12.7007,94.33,77,0,129
92.66,8.9545,19.6637,139.15,8613,2,7
73.39,2.9969,13.9906,98.12,507,0,121
79.4,4.1836,16.4812,108.05,4290,1,52
78.24,4.5592,13.2417,105.78,3761,1,73
78.14,6.7392,16.2387,131.59,3287,1,52
40.44,1.3667,13.3623,74.58,1512,0,82
62.41,1.2024,12.9365,96.35,979,0,132
51.9,3.4246,9.1806,106.39,1278,0,78
81.27,6.533,22.4616,124.09,3531,1,70
54.15,3.1003,10.705,95.21,344,0,97
62.82,3.4162,14.4734,81.39,1074,0,114
69.6,4.8326,20.5261,120.08,3835,1,37
66.56,3.8671,10.0101,89.93,1020,0,111
88.68,4.5997,15.7864,91.57,4900,1,57
60.8,6.2092,12.5928,106.18,2356,1,71
44.42,2.9713,11.4642,85.99,653,0,114
